time,flux,e_flux
1392.294149825825,10411.841,13.805944
1392.303872244352,10409.968,13.816459
1392.3122057456821,10385.798,13.804894
1392.3219281642114,10420.398,13.827578
1392.3302616650758,10382.222,13.797701
1392.3413730003376,10384.519,13.805657
1392.349706501202,10396.383,13.801767
1392.358040002065,10409.68,13.801951
1392.3663735029295,10367.867,13.788034
1392.3747070037934,10363.306,13.785786
1392.3830405046579,10380.757,13.789573
1392.3913740055223,10366.773,13.795938
1392.4024853393864,10367.106,13.790391
1392.4108188397845,10342.301,13.783167
1392.4191523401832,10341.985,13.771919
1392.4274858405822,10367.009,13.775816
1392.4358193405153,10352.998,13.787505
1392.444152840914,10364.116,13.781635
1392.4524863408474,10337.153,13.775917
1392.4608198407782,10336.767,13.772608
1392.4691533407115,10323.34,13.766941
1392.4788757569122,10330.317,13.782736
1392.4872092568455,10340.114,13.780984
1392.4955427563123,10321.633,13.761049
1392.5038762557797,10320.481,13.765432
1392.5122097552457,10295.976,13.760877
1392.5205432547132,10324.481,13.774051
1392.5288767541808,10318.061,13.772708
1392.537210253182,10295.649,13.764492
1392.5455437521837,10299.149,13.753047
1392.553877251651,10323.562,13.761642
1392.562210750186,10301.535,13.753951
1392.5705442491878,10309.01,13.757772
1392.5788777481896,10295.977,13.761924
1392.587211246726,10263.578,13.73805
1392.595544745262,10276.588,13.739725
1392.6038782442638,10299.898,13.748158
1392.6122117423342,10244.576,13.727871
1392.6205452408685,10261.392,13.733085
1392.6288787394046,10262.621,13.725998
1392.637212237475,10274.278,13.73465
1392.6455457355455,10262.554,13.723281
1392.6538792336155,10264.769,13.73789
1392.662212731686,10274.808,13.733831
1392.6733240622902,10269.935,13.735777
1392.6830464766279,10259.725,13.730634
1392.6913799742329,10243.516,13.7273655
1392.6997134718376,10237.512,13.714725
1392.7080469694424,10239.725,13.72633
1392.7163804670472,10219.804,13.725543
1392.7247139646515,10242.6455,13.7273
1392.73304746179,10277.402,13.738226
1392.7413809589284,10242.943,13.722658
1392.7497144565332,10234.479,13.723714
1392.7677703666136,10249.467,13.737852
1392.776103863752,10246.749,13.736594
1392.7844373604244,10258.67,13.743631
1392.7927708575635,10287.447,13.740641
1392.801104354237,10245.102,13.735542
1392.8094378509104,10269.715,13.746784
1392.8191602633854,10269.882,13.744632
1392.8274937600588,10291.449,13.753538
1392.8358272567325,10250.716,13.734535
1392.844160752939,10267.063,13.736162
1392.8524942491467,10261.592,13.746557
1392.8608277453538,10234.41,13.734282
1392.8691612415616,10286.343,13.7488365
1392.8774947377697,10275.1455,13.749246
1392.8858282339775,10272.388,13.750069
1392.8941617297196,10288.392,13.748625
1392.9024952254604,10293.406,13.7461605
1392.9108287212025,10292.631,13.761764
1392.9191622169446,10317.492,13.765043
1392.927495712687,10307.857,13.761473
1392.9358292084285,10322.517,13.768924
1392.944162703705,10331.227,13.767142
1392.952496199447,10301.749,13.759758
1392.9608296947224,10329.403,13.765305
1392.9691631899989,10340.931,13.777836
1392.9774966852747,10346.595,13.777338
1392.9858301805511,10335.148,13.7780485
