57979.99154588000238 1.000748932501507982e+00 1.004788725741366040e-03 9.998893530242795036e-01 7.634933431727031075e-04 1.001557586856066218e+00 7.252583349614235078e-04 1.000862552507920666e+00 6.369981677404829099e-04 1.002282317139542078e+00 6.861672275819442890e-04 1.000469084174605117e+00 7.191505669254387749e-04 9.991774911339598164e-01 6.368945415173499951e-04 1.001169089290129044e+00 6.772967726175310168e-04 1.000625085181722218e+00 6.809874080943087568e-04 1.000204652688305051e+00 7.071256771906479213e-04 9.967151588080344071e-01 1.407526875803195463e-03 1.002231074860093107e+00 1.506058929239908768e-03 1.000971800658075006e+00 1.433203856170330243e-03 9.990779129929254765e-01 8.313028443243865740e-04 9.998851564393493874e-01 7.538989923066223130e-04 1.000627317862435195e+00 8.303380193606496032e-04 1.000640577379685370e+00 7.743662590035629194e-04 9.992873350961468670e-01 8.511028720363623479e-04 1.000295621392674805e+00 8.702709054175739511e-04 1.000231734456190846e+00 1.812168099376737268e-04
57979.99378897000133 1.002342479776902273e+00 9.976635305208054333e-04 1.001270158118812148e+00 7.608129393101494432e-04 1.000938913419885612e+00 7.222282689342087759e-04 1.000682044893900446e+00 6.414914146479427188e-04 1.000258854180494206e+00 6.751860413412745163e-04 1.000351419595758129e+00 7.180460633138021883e-04 1.001878999776954382e+00 6.380138194676330653e-04 1.000034854563666586e+00 6.826250081597837931e-04 1.002437954464888703e+00 6.746979106043831656e-04 1.002567299709493875e+00 7.078839318993776237e-04 9.976276953816181070e-01 1.467370495462777969e-03 1.000513651829357142e+00 1.435852361486651425e-03 1.001632111097137567e+00 1.496797546469036486e-03 1.001587558683324719e+00 8.214260803519995687e-04 9.998457446235782253e-01 7.608430208545967832e-04 1.001667126260604279e+00 8.300571855978842138e-04 1.001645599584721991e+00 7.742002684288725074e-04 1.000075956352785456e+00 8.503514705066393502e-04 1.001482384937071979e+00 8.699453166798853379e-04 1.000932278818324361e+00 1.809931686252586741e-04
57979.99438769999688 1.001057889487212194e+00 1.014303591516824057e-03 1.001426432418926593e+00 7.556099129641091197e-04 1.001235057182743526e+00 7.228060422575425083e-04 1.001334671395980314e+00 6.363728952477144601e-04 1.000954457545050857e+00 6.838432816529290120e-04 1.002378469351393742e+00 7.195071700526136814e-04 1.000585872874300897e+00 6.376672751622491789e-04 1.000942498607311437e+00 6.837428547520737945e-04 1.001859115735358907e+00 6.810304325853945920e-04 1.000320862107853870e+00 6.990479365032922906e-04 9.994686187230208407e-01 1.472746176656115338e-03 1.001458325197524868e+00 1.438868586198561528e-03 1.000727436662532721e+00 1.496171769274474549e-03 1.001634428661839271e+00 8.326910449880588379e-04 1.001254302102462024e+00 7.543280064332038692e-04 1.002621990697596166e+00 8.224039664872369012e-04 1.001079840139061261e+00 7.747883007457526247e-04 1.000981738482329630e+00 8.534254145018009335e-04 1.001528273916444611e+00 8.630611941119857447e-04 1.001056990736159280e+00 1.811851216059073854e-04
57979.99498930999835 1.002261357485649373e+00 9.992877891984097097e-04 1.001959586983804718e+00 7.617037638271521036e-04 1.001332866872814309e+00 7.227987320494835052e-04 1.001228694598724989e+00 6.354824321643044900e-04 1.000858992953463478e+00 6.837562714724723135e-04 1.001110731616623006e+00 7.184282280510382451e-04 1.002727099988355963e+00 6.386703821290741880e-04 1.001012069558790740e+00 6.832800334596586317e-04 1.002137939326248617e+00 6.809589362857233850e-04 1.000678020956967229e+00 7.063437557431475429e-04 1.001542473544544398e+00 1.412458113543653328e-03 1.000516876602162597e+00 1.501044534204339391e-03 1.001330291347879875e+00 1.431800537183078401e-03 1.003094751693812237e+00 8.334146932725741003e-04 1.000748231537592403e+00 7.535222504396251603e-04 1.002166334892044874e+00 8.311840624612648956e-04 1.000169140616313790e+00 7.657722484183263414e-04 1.000367587743901110e+00 8.520133482960491091e-04 1.000078406430819689e+00 8.612077320096780345e-04 1.001173595418113571e+00 1.810963848523366602e-04
57979.99559081999905 1.003568712746345737e+00 1.017417918241825953e-03 1.001842368267331862e+00 7.546874663700119243e-04 1.001201935532136877e+00 7.220495097275008746e-04 1.001422198673765918e+00 6.354114515398067440e-04 1.000746047490261859e+00 6.832971535958981806e-04 1.002104981559646335e+00 7.186984084989477039e-04 1.002312663745407839e+00 6.384291665292191617e-04 1.002075342435480909e+00 6.837248944065206632e-04 1.002270893784451777e+00 6.807558207331915971e-04 1.001894262400182312e+00 6.997904881453938372e-04 9.991958084981954480e-01 1.471139810853379663e-03 1.000333052626253938e+00 1.436695216538007996e-03 1.001416187758472631e+00 1.496903551363080575e-03 1.002392177919788407e+00 8.327914814088437133e-04 1.001362576302100793e+00 7.539247673708540350e-04 1.001896356844470537e+00 8.213542416300858911e-04 1.001364887649478730e+00 7.751257238284631939e-04 1.001825931762128752e+00 8.538833194529094886e-04 1.003214363567491274e+00 8.640893156832774383e-04 1.001623367122255193e+00 1.811566686653034910e-04
57979.99618131999887 1.000761136708455457e+00 9.992665960019023012e-04 1.000413096570677229e+00 7.596274758339716408e-04 1.001917408957995637e+00 7.224706449355715408e-04 1.001312266220262925e+00 6.351244324746222348e-04 1.001288614962437373e+00 6.831638597974378684e-04 1.000799016034245925e+00 7.172989819081885491e-04 1.001957838834258707e+00 6.378697000481426110e-04 1.000739511540830851e+00 6.825059781227853749e-04 1.002056973798413964e+00 6.738435354336949189e-04 1.000540197653343677e+00 7.055660114337000428e-04 1.001231351098394562e+00 1.473206476360167366e-03 1.003359158736078394e+00 1.440194389659590077e-03 1.001556047852436127e+00 1.495786813489238679e-03 1.000521351734799502e+00 8.195578360721822442e-04 9.993653964623268049e-01 7.521041040293355686e-04 9.998512216244518358e-01 8.287242536307412762e-04 1.001320288508361633e+00 7.748350722470527183e-04 9.997550086327968710e-01 8.516708041620095612e-04 1.000489191431265024e+00 8.705675881759260834e-04 1.000795515328042118e+00 1.809001590654717650e-04
57979.99678305000270 1.003333229467755494e+00 1.011716898144412319e-03 1.000877710727603453e+00 7.605950866217562950e-04 1.001311732085758299e+00 7.146313128442312833e-04 1.001256302453706004e+00 6.412100119066646954e-04 1.001516302237011047e+00 6.756317236817295556e-04 1.000657122905245666e+00 7.175609885085484614e-04 1.000470649672547063e+00 6.370034014372185629e-04 1.001264297091741806e+00 6.829367258942783698e-04 1.000988744247938600e+00 6.796815192749440212e-04 1.000350227408381532e+00 7.056156030276584468e-04 1.002485023578840728e+00 1.413507144079936611e-03 1.001597850226881414e+00 1.503160912184648475e-03 1.001119600040763169e+00 1.431320163393140195e-03 9.995503813504121871e-01 8.302126705903262009e-04 1.000847272376736319e+00 7.533456326728135439e-04 9.999370106140029746e-01 8.294281855685316793e-04 1.002211281622696459e+00 7.756763686458972200e-04 1.000926375418854652e+00 8.525484568404918242e-04 9.999282078549986963e-01 8.606164720446025452e-04 1.000791237154617264e+00 1.809036701075746533e-04
57979.99738477999927 1.001289791268389351e+00 9.989809536336098032e-04 1.002033956207927234e+00 7.598099908533812938e-04 1.001756236148567458e+00 7.214436803504880756e-04 1.002502591513061869e+00 6.351204918707749900e-04 1.001911021923722389e+00 6.830218701887675247e-04 1.001704561789049430e+00 7.172638293768018218e-04 1.000808721200027618e+00 6.364025505047729483e-04 1.001141088687404812e+00 6.822167541714475435e-04 1.002442762204265536e+00 6.735356847308515086e-04 1.000406901924537628e+00 7.046298237221906282e-04 1.000264265288176135e+00 1.409326433383454149e-03 1.000521338517835757e+00 1.501241991137573437e-03 1.002904965439819440e+00 1.433092463807610550e-03 1.001568479274606016e+00 8.316556608584066727e-04 1.000381708931415092e+00 7.523850281841071210e-04 1.000050896561101244e+00 8.289317139424064781e-04 1.001458352810679520e+00 7.748321450799110135e-04 1.002097894138287648e+00 8.534181257679616852e-04 1.000783151191409592e+00 8.610896555626323858e-04 1.001260517401200145e+00 1.808384042233223278e-04
57979.99798685999849 1.002381372924499248e+00 1.003064044700367882e-03 1.001923728023727644e+00 7.519697628007217943e-04 1.002296635714752471e+00 7.208545023772069396e-04 1.000596892539469485e+00 6.396632281445101785e-04 1.000777393792792180e+00 6.744052261968640737e-04 1.001055835749297351e+00 7.173928574670791845e-04 1.001270870029152826e+00 6.368931011602358165e-04 1.000150677137565891e+00 6.816576365315163075e-04 1.001037519922981955e+00 6.791752815690619725e-04 1.001602904062042665e+00 7.060943706012947621e-04 1.000684783812519463e+00 1.408524169267093154e-03 9.996995245645766692e-01 1.498448024790000012e-03 1.000317985910829988e+00 1.429666227273319098e-03 1.000725127783478330e+00 8.304992033904155715e-04 1.000980792459036817e+00 7.532156034509242173e-04 1.001777732025369794e+00 8.307168926737056860e-04 1.002239034378624716e+00 7.754402952870762195e-04 9.994635908912756772e-01 8.415397776829230308e-04 1.001092255304824485e+00 8.624185072719188017e-04 1.000994441840434845e+00 1.808211133332024510e-04
57979.99858859999949 9.988774351127213125e-01 9.912004642826984652e-04 1.001041638030602199e+00 7.582013586860894159e-04 1.000482981332447174e+00 7.194813774403466689e-04 1.001583451676002712e+00 6.341819351093091507e-04 1.000006013242562330e+00 6.811394151406915563e-04 1.000013302389335834e+00 7.164100022672500881e-04 9.997643234256070599e-01 6.356603440882399115e-04 1.000080358552043691e+00 6.815657912978549020e-04 1.000459043828328731e+00 6.722287904657083804e-04 1.000065770582317493e+00 7.050319384903711972e-04 9.991968512869882080e-01 1.470434335533935769e-03 9.986440675515875220e-01 1.432503102463658336e-03 1.000555929383981413e+00 1.430430626408616714e-03 1.000220874821003081e+00 8.303538474558573709e-04 1.001877266006458322e+00 7.540745857794745998e-04 9.990859258844102531e-01 8.382524209395880331e-04 1.001240500981888104e+00 7.741675983926239474e-04 1.000000000000000000e+00 8.510625486940094761e-04 1.000768276952345603e+00 8.705189030494506772e-04 1.000211755659896840e+00 1.806034425692689305e-04
